,LEA,SCHNAME,PTAC5EM_PTQ,PTEBACC_PTQ,PTAC5EMFSM_PTQ,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ
1051,Leeds (383),The Morley Academy,0.59,0.21,0.31,0.67,0.77
1052,Leeds (383),Mount St Mary's Catholic High School,0.08,0.01,0.03,0.23,0.56
1053,Leeds (383),Otley Prince Henry's Grammar School Specialist Language College,0.67,0.54,0.36,0.79,0.67
1054,Leeds (383),Priesthorpe School,0.31,0.18,0.16,0.45,0.42
1055,Leeds (383),Pudsey Grangefield School,0.54,0.17,0.35,0.61,0.63
1056,Leeds (383),Ralph Thoresby School,0.48,0.16,0.33,0.69,0.63
1057,Leeds (383),Rodillian Academy,0.76,0.17,0.62,0.83,0.83
1058,Leeds (383),Roundhay School,0.61,0.39,0.39,0.71,0.74
1059,Leeds (383),Royds School Specialist Language College,0.42,0.19,0.19,0.68,0.51
1060,Leeds (383),"St. Mary's Menston, a Catholic Voluntary Academy",0.76,0.5,0.56,0.73,0.78
1061,Leeds (383),South Leeds Academy,0.31,0.04,0.25,0.58,0.47
1062,Leeds (383),Swallow Hill Community College,0.27,0.09,0.19,0.37,0.32
1063,Leeds (383),Temple Moor High School Science College,0.44,0.23,0.18,0.48,0.6
1064,Leeds (383),Wetherby High School,0.58,0.31,0.35,0.67,0.6
1065,Leeds (383),Woodkirk Academy,0.74,0.27,0.55,0.88,0.82
1066,Wakefield (384),Airedale Academy,0.36,0.08,0.24,0.77,0.4
1067,Wakefield (384),Carleton Community High School A Specialist Science With Mathematics School,0.45,0.14,0.3,0.51,0.57
1068,Wakefield (384),Castleford Academy,0.55,0.1,0.41,0.73,0.7
1069,Wakefield (384),Cathedral Academy,0.38,0.1,0.29,0.78,0.55
1070,Wakefield (384),Crofton Academy,0.57,0.17,0.29,0.72,0.57
1071,Wakefield (384),De Lacy Academy,0.55,0.19,0.48,0.77,0.65
1072,Wakefield (384),The Featherstone Academy,0.38,0.04,0.23,0.51,0.38
1073,Wakefield (384),The Freeston Academy,0.55,0.3,0.26,0.72,0.69
1074,Wakefield (384),Hemsworth Arts and Community Academy,0.48,0.1,0.27,0.74,0.6
1075,Wakefield (384),Horbury Academy,0.56,0.28,0.31,0.66,0.58
1076,Wakefield (384),"Kettlethorpe High School, A Specialist Maths and Computing College",0.68,0.34,0.38,0.89,0.71
1077,Wakefield (384),The King's School Specialising in Mathematics and Computing,0.5,0.17,0.18,0.57,0.59
1078,Wakefield (384),"Minsthorpe Community College, A Specialist Science College",0.63,0.27,0.36,0.79,0.69
1079,Wakefield (384),Ossett Academy and Sixth Form College,0.77,0.34,0.52,0.81,0.8
1080,Wakefield (384),Outwood Grange Academy,0.8,0.26,0.64,0.93,0.83
1081,Wakefield (384),"St Thomas à Becket Catholic Secondary School, A Voluntary Academy",0.6,0.28,0.42,0.68,0.72
1082,Wakefield (384),St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,0.67,0.31,0.43,0.78,0.73
1083,Wakefield (384),Wakefield City Academy,0.58,0.16,0.52,0.67,0.74
1084,Gateshead (390),Cardinal Hume Catholic School,0.75,0.41,0.62,0.93,0.77
1085,Gateshead (390),Charles Thorp Comprehensive School,0.57,0.1,0.4,0.66,0.63
1086,Gateshead (390),Emmanuel College,0.84,0.62,0.83,0.85,0.91
1087,Gateshead (390),Heworth Grange Comprehensive School,0.5,0.25,0.24,0.78,0.56
1088,Gateshead (390),Joseph Swan Academy,0.54,0.19,0.4,0.76,0.56
1089,Gateshead (390),Kingsmeadow Community Comprehensive School,0.44,0.13,0.34,0.5,0.64
1090,Gateshead (390),Lord Lawson of Beamish Academy,0.57,0.16,0.32,0.58,0.6
1091,Gateshead (390),St Thomas More Catholic School,0.76,0.43,0.54,0.8,0.76
1092,Gateshead (390),Thomas Hepburn Community Academy,,,,,
1093,Gateshead (390),Whickham School,0.51,0.29,0.31,0.6,0.53
1094,Newcastle upon Tyne (391),All Saints College,0.24,0.06,0.15,0.43,0.34
1095,Newcastle upon Tyne (391),Benfield School,0.39,0.09,0.3,0.53,0.71
1096,Newcastle upon Tyne (391),Excelsior Academy,0.41,0.07,0.4,0.64,0.65
1097,Newcastle upon Tyne (391),Gosforth Academy,0.79,0.52,0.58,0.88,0.84
1098,Newcastle upon Tyne (391),Heaton Manor School,0.63,0.39,0.35,0.67,0.61
1099,Newcastle upon Tyne (391),Kenton School,0.46,0.17,0.28,0.72,0.59
1100,Newcastle upon Tyne (391),Sacred Heart Catholic High School,0.81,0.52,0.6,0.89,0.77
1101,Newcastle upon Tyne (391),St Cuthbert's High School,0.65,0.28,0.39,0.82,0.71
1102,Newcastle upon Tyne (391),St Mary's Catholic School,0.62,0.25,0.51,0.85,0.72
1103,Newcastle upon Tyne (391),Walbottle Campus,0.47,0.12,0.36,0.53,0.54
1104,Newcastle upon Tyne (391),Walker Technology College,0.57,0.15,0.44,0.81,0.7
1105,North Tyneside (392),Burnside Business and Enterprise College,0.57,0.13,0.38,0.68,0.68
1106,North Tyneside (392),Churchill Community College,0.65,0.06,0.49,0.85,0.75
1107,North Tyneside (392),George Stephenson High School,0.56,0.22,0.38,0.84,0.52
1108,North Tyneside (392),John Spence Community High School,0.78,0.15,0.67,0.96,0.81
1109,North Tyneside (392),Kings Priory School,0.0,0.0,,0.0,0.97
1110,North Tyneside (392),Longbenton Community College,0.43,0.19,0.19,0.69,0.49
1111,North Tyneside (392),"Marden High School - A Specialist Maths, Science and Media Arts College",0.77,0.42,0.5,0.89,0.79
1112,North Tyneside (392),Monkseaton High School,0.54,0.05,0.45,0.68,0.65
1113,North Tyneside (392),Norham High School,0.36,0.01,0.26,0.63,0.36
1114,North Tyneside (392),St Thomas More Roman Catholic Academy,0.63,0.43,0.46,0.67,0.7
1115,North Tyneside (392),"Seaton Burn College, A Specialist Business and Enterprise School",0.38,0.24,0.14,0.58,0.53
1116,North Tyneside (392),Whitley Bay High School,0.68,0.22,0.32,0.74,0.66
1117,South Tyneside (393),Boldon School,0.44,0.02,0.26,0.52,0.49
1118,South Tyneside (393),Harton Technology College,0.66,0.23,0.51,0.85,0.65
1119,South Tyneside (393),Hebburn Comprehensive School,0.48,0.21,0.31,0.87,0.49
1120,South Tyneside (393),Jarrow School,0.42,0.08,0.29,0.63,0.47
1121,South Tyneside (393),Mortimer Community College,0.52,0.14,0.38,0.67,0.48
1122,South Tyneside (393),St Joseph's Catholic Academy,0.48,0.18,0.36,0.61,0.47
1123,South Tyneside (393),St Wilfrid's RC College,0.66,0.4,0.57,0.91,0.75
1124,South Tyneside (393),South Shields Community School,0.39,0.0,0.33,0.52,0.51
1125,South Tyneside (393),Whitburn Church of England Academy,0.84,0.28,0.54,0.9,0.88
1126,Sunderland (394),Academy 360,0.27,0.07,0.21,0.42,0.31
1127,Sunderland (394),Biddick Academy,0.43,0.22,0.3,0.45,0.68
1128,Sunderland (394),Castle View Enterprise Academy,0.47,0.01,0.39,0.56,0.64
1129,Sunderland (394),Farringdon Community Academy,0.47,0.19,0.22,0.53,0.53
1130,Sunderland (394),Grindon Hall Christian School,0.68,0.3,,0.82,0.9
1131,Sunderland (394),Hetton School,0.45,0.26,0.26,0.55,0.54
1132,Sunderland (394),Kepier,0.52,0.23,0.24,0.52,0.57
1133,Sunderland (394),Oxclose Community Academy,0.63,0.23,0.42,0.88,0.7
1134,Sunderland (394),Red House Academy,0.3,0.06,0.24,0.41,0.48
1135,Sunderland (394),St Aidan's Catholic Academy,0.6,0.27,0.35,0.65,0.6
1136,Sunderland (394),St Anthony's Girls' Catholic Academy,0.68,0.55,0.46,0.81,0.71
1137,Sunderland (394),St Robert of Newminster Roman Catholic School,0.73,0.31,0.57,0.86,0.71
1138,Sunderland (394),Sandhill View School,0.28,0.02,0.17,0.49,0.28
1139,Sunderland (394),Southmoor Academy,0.63,0.33,0.36,0.82,0.64
1140,Sunderland (394),Thornhill School Business & Enterprise College,0.53,0.21,0.3,0.75,0.7
1141,Sunderland (394),Venerable Bede Church of England (Aided) Secondary School,0.55,0.2,0.37,0.94,0.54
1142,Sunderland (394),Washington School,0.43,0.13,0.33,0.54,0.51
1143,Isles of Scilly (420),The Five Islands School,0.73,0.18,,0.95,0.91
1144,Bath and North East Somerset (800),Bath Community Academy,0.38,0.06,0.25,0.72,0.5
1145,Bath and North East Somerset (800),Beechen Cliff School,0.6,0.45,0.32,0.58,0.81
1146,Bath and North East Somerset (800),Broadlands Academy,0.53,0.07,0.32,0.78,0.37
1147,Bath and North East Somerset (800),Chew Valley School,0.6,0.32,0.39,0.68,0.63
1148,Bath and North East Somerset (800),Hayesfield Girls School,0.66,0.28,0.33,0.85,0.72
1149,Bath and North East Somerset (800),Norton Hill Academy,0.69,0.42,0.5,0.77,0.77
1150,Bath and North East Somerset (800),Oldfield School,0.69,0.18,0.4,0.84,0.74
1151,Bath and North East Somerset (800),Ralph Allen School,0.73,0.36,0.43,0.8,0.74
1152,Bath and North East Somerset (800),Saint Gregory's Catholic College,0.66,0.41,0.5,0.77,0.72
1153,Bath and North East Somerset (800),St Mark's CofE School,0.5,0.21,0.23,0.7,0.63
1154,Bath and North East Somerset (800),Somervale School Specialist Media Arts College,0.44,0.14,0.18,0.57,0.5
1155,Bath and North East Somerset (800),Wellsway School,0.76,0.45,0.37,0.81,0.83
1156,Bath and North East Somerset (800),Writhlington School,0.53,0.24,0.26,0.66,0.6
1157,Bristol (801),Ashton Park School,0.56,0.16,0.39,0.76,0.67
1158,Bristol (801),Bedminster Down School,0.49,0.17,0.25,0.82,0.59
1159,Bristol (801),Bridge Learning Campus,0.37,0.0,0.23,0.73,0.48
1160,Bristol (801),Brislington Enterprise College,0.44,0.06,0.23,0.64,0.59
1161,Bristol (801),Bristol Brunel Academy,0.48,0.1,0.34,0.72,0.68
1162,Bristol (801),Bristol Cathedral Choir School,0.76,0.3,0.69,0.8,0.84
1163,Bristol (801),Bristol Free School,,,,,
1164,Bristol (801),Bristol Metropolitan Academy,0.54,0.22,0.53,0.95,0.84
1165,Bristol (801),The City Academy Bristol,0.29,0.04,0.24,0.51,0.47
1166,Bristol (801),Colston's Girls' School,0.83,0.65,0.7,0.85,0.84
1167,Bristol (801),Cotham School,0.77,0.41,0.52,0.8,0.88
1168,Bristol (801),Fairfield High School,0.47,0.14,0.32,0.63,0.7
1169,Bristol (801),Henbury School,0.46,0.04,0.37,0.58,0.62
1170,Bristol (801),Merchants' Academy,0.45,0.11,0.38,0.77,0.5
1171,Bristol (801),Oasis Academy Brightstowe,0.5,0.13,0.38,0.82,0.64
1172,Bristol (801),Oasis Academy John Williams,0.52,0.01,0.42,0.85,0.64
1173,Bristol (801),Orchard School Bristol,0.39,0.15,0.36,0.79,0.57
1174,Bristol (801),Redland Green School,0.82,0.56,0.5,0.88,0.84
1175,Bristol (801),St Bede's Catholic College,0.76,0.35,0.4,0.81,0.75
1176,Bristol (801),St Bernadette Catholic Secondary School,0.64,0.15,0.32,0.79,0.77
1177,Bristol (801),St Mary Redcliffe and Temple School,0.7,0.22,0.32,0.84,0.7
1178,North Somerset (802),Backwell School,0.8,0.5,0.67,0.86,0.88
1179,North Somerset (802),Broadoak Mathematics and Computing College,0.35,0.07,0.17,0.54,0.47
1180,North Somerset (802),Churchill Academy,0.71,0.27,0.49,0.87,0.72
1181,North Somerset (802),Clevedon School,0.55,0.18,0.32,0.62,0.73
1182,North Somerset (802),Gordano School,0.62,0.26,0.3,0.79,0.65
1183,North Somerset (802),Hans Price Academy,0.46,0.06,0.32,0.59,0.57
1184,North Somerset (802),Nailsea School,0.51,0.21,0.06,0.61,0.6
1185,North Somerset (802),Priory Community School,0.67,0.15,0.42,0.83,0.71
1186,North Somerset (802),St Katherine's School,0.53,0.19,0.42,0.73,0.6
1187,North Somerset (802),Worle Community School,0.51,0.12,0.4,0.63,0.63
1188,South Gloucestershire (803),Abbeywood Community School,0.56,0.15,0.47,0.71,0.62
1189,South Gloucestershire (803),Bradley Stoke Community School,0.51,0.27,0.24,0.73,0.53
1190,South Gloucestershire (803),Brimsham Green School,0.52,0.18,0.15,0.6,0.75
1191,South Gloucestershire (803),Bristol Technology and Engineering Academy,,,,,
1192,South Gloucestershire (803),The Castle School,0.69,0.45,0.3,0.79,0.71
1193,South Gloucestershire (803),Chipping Sodbury School,0.6,0.31,0.4,0.67,0.68
1194,South Gloucestershire (803),Downend School,0.45,0.2,0.28,0.56,0.5
1195,South Gloucestershire (803),The Grange School and Sports College,0.44,0.04,0.27,0.6,0.56
1196,South Gloucestershire (803),Hanham High School,0.49,0.08,0.24,0.63,0.66
1197,South Gloucestershire (803),John Cabot Academy,0.67,0.26,0.44,0.83,0.81
1198,South Gloucestershire (803),King's Oak Academy,0.46,0.07,0.31,0.73,0.45
1199,South Gloucestershire (803),Mangotsfield School,0.51,0.18,0.21,0.62,0.65
1200,South Gloucestershire (803),Marlwood School,0.65,0.3,0.57,0.69,0.75
1201,South Gloucestershire (803),The Ridings Federation Winterbourne International Academy,0.67,0.32,0.33,0.69,0.75
1202,South Gloucestershire (803),The Ridings Federation Yate International Academy,0.39,0.09,0.34,0.73,0.42
1203,South Gloucestershire (803),Sir Bernard Lovell School,0.53,0.19,0.19,0.61,0.66
1204,Hartlepool (805),Dyke House Sports and Technology College,0.64,0.2,0.5,0.82,0.64
1205,Hartlepool (805),The English Martyrs School and Sixth Form College,0.62,0.23,0.45,0.76,0.59
1206,Hartlepool (805),High Tunstall College of Science,0.52,0.21,0.28,0.65,0.45
1207,Hartlepool (805),Manor College of Technology,0.52,0.18,0.37,0.71,0.47
1208,Hartlepool (805),St Hild's Church of England Voluntary Aided School,0.51,0.1,0.42,0.71,0.61
1209,Middlesbrough (806),Acklam Grange School A Specialist Technology College for Maths and Computing,0.51,0.17,0.38,0.7,0.53
1210,Middlesbrough (806),The King's Academy,0.44,0.23,0.25,0.68,0.49
1211,Middlesbrough (806),Macmillan Academy,0.69,0.14,0.64,0.84,0.64
1212,Middlesbrough (806),Ormesby School,0.38,0.01,0.34,0.69,0.48
1213,Middlesbrough (806),Outwood Academy Acklam,0.46,0.05,0.41,0.79,0.53
1214,Middlesbrough (806),Trinity Catholic College,0.49,0.16,0.32,0.83,0.43
1215,Middlesbrough (806),Unity City Academy,0.34,0.01,0.28,0.83,0.52
1216,Redcar and Cleveland (807),Bydales School,0.56,0.19,0.4,0.62,0.61
1217,Redcar and Cleveland (807),Eston Park Academy,0.44,0.04,0.3,0.49,0.53
1218,Redcar and Cleveland (807),Freebrough Academy,0.5,0.12,0.29,0.85,0.44
1219,Redcar and Cleveland (807),Gillbrook Academy,0.26,0.08,0.17,0.43,0.44
1220,Redcar and Cleveland (807),Huntcliff School,0.61,0.27,0.43,0.67,0.75
1221,Redcar and Cleveland (807),Laurence Jackson School,0.49,0.13,0.32,0.72,0.38
1222,Redcar and Cleveland (807),Nunthorpe Academy,0.6,0.29,0.41,0.6,0.72
1223,Redcar and Cleveland (807),Redcar Academy - A Community School for the Performing and Visual Arts,0.4,0.16,0.27,0.59,0.53
1224,Redcar and Cleveland (807),Rye Hills School,0.48,0.18,0.31,0.67,0.43
1225,Redcar and Cleveland (807),Sacred Heart Roman Catholic VA School - A Specialist Science College,0.62,0.19,0.48,0.75,0.66
1226,Redcar and Cleveland (807),Saint Peter's Catholic College of Maths and Computing,0.36,0.2,0.28,0.5,0.5
1227,Stockton-on-Tees (808),All Saints Academy,0.74,0.38,0.73,0.94,0.74
1228,Stockton-on-Tees (808),Bishopsgarth School,0.27,0.08,0.21,0.35,0.49
1229,Stockton-on-Tees (808),Conyers School,0.66,0.4,0.38,0.77,0.72
1230,Stockton-on-Tees (808),Egglescliffe School,0.76,0.47,0.53,0.8,0.81
1231,Stockton-on-Tees (808),The Grangefield Academy,,,,,
1232,Stockton-on-Tees (808),Ian Ramsey Church of England Aided Comprehensive School,0.66,0.29,0.41,0.66,0.7
1233,Stockton-on-Tees (808),North Shore Academy,0.4,0.01,0.39,0.65,0.59
1234,Stockton-on-Tees (808),Northfield School and Sports College,0.61,0.14,0.34,0.7,0.65
1235,Stockton-on-Tees (808),Our Lady and St Bede RC School,0.54,0.25,0.33,0.69,0.67
1236,Stockton-on-Tees (808),St Michael's Catholic Academy,0.52,0.25,0.32,0.7,0.6
1237,Stockton-on-Tees (808),St Patrick's Catholic College,0.43,0.17,0.15,0.49,0.54
1238,Stockton-on-Tees (808),Thornaby Academy,0.46,0.09,0.42,0.68,0.41
1239,Kingston upon Hull (810),Andrew Marvell College,0.43,0.02,0.24,0.77,0.48
1240,Kingston upon Hull (810),Archbishop Sentamu Academy,0.36,0.0,0.27,0.58,0.37
1241,Kingston upon Hull (810),The Boulevard Academy,,,,,
1242,Kingston upon Hull (810),Endeavour High School,0.12,0.0,0.09,0.3,0.29
1243,Kingston upon Hull (810),Hull Studio School,0.06,0.0,0.02,0.11,0.1
1244,Kingston upon Hull (810),Hull Trinity House Academy,0.56,0.22,0.44,0.73,0.58
1245,Kingston upon Hull (810),Kelvin Hall School,0.68,0.28,0.58,0.92,0.76
1246,Kingston upon Hull (810),Kingswood Academy,0.34,0.01,0.3,0.56,0.48
1247,Kingston upon Hull (810),Malet Lambert School Language College,0.66,0.35,0.48,0.8,0.61
1248,Kingston upon Hull (810),Newland School for Girls,0.4,0.09,0.28,0.56,0.56
1249,Kingston upon Hull (810),St Mary's College,0.74,0.44,0.6,0.89,0.85
1250,Kingston upon Hull (810),Sirius Academy,0.59,0.18,0.51,0.75,0.59
1251,Kingston upon Hull (810),Sydney Smith School,0.37,0.06,0.34,0.5,0.34
1252,Kingston upon Hull (810),Thomas Ferens Academy,0.16,0.01,0.1,0.31,0.19
1253,Kingston upon Hull (810),Winifred Holtby Academy,0.34,0.14,0.21,0.39,0.53
1254,East Riding of Yorkshire (811),Beverley Grammar School,0.74,0.26,0.53,0.77,0.83
1255,East Riding of Yorkshire (811),Beverley High School,0.71,0.5,0.64,0.79,0.82
1256,East Riding of Yorkshire (811),Bridlington School Sports College,0.54,0.11,0.39,0.75,0.79
1257,East Riding of Yorkshire (811),Cottingham High School and Sixth Form College,0.56,0.35,0.35,0.7,0.65
1258,East Riding of Yorkshire (811),Create Studio,,,,,
1259,East Riding of Yorkshire (811),Driffield School and Sixth Form,0.54,0.15,0.32,0.7,0.61
1260,East Riding of Yorkshire (811),Goole High School,0.41,0.1,0.17,0.74,0.69
1261,East Riding of Yorkshire (811),Headlands School and Community Science College,0.35,0.12,0.17,0.62,0.42
1262,East Riding of Yorkshire (811),Hessle High School and Sixth Form College,0.62,0.33,0.4,0.77,0.77
1263,East Riding of Yorkshire (811),Hornsea School and Language College,0.53,0.3,0.34,0.66,0.58
1264,East Riding of Yorkshire (811),Howden School,0.67,0.17,0.39,0.82,0.66
1265,East Riding of Yorkshire (811),Longcroft School,0.6,0.19,0.37,0.73,0.66
1266,East Riding of Yorkshire (811),The Market Weighton School,0.67,0.19,0.33,0.75,0.75
1267,East Riding of Yorkshire (811),The Snaith School,0.66,0.14,0.35,0.81,0.71
1268,East Riding of Yorkshire (811),South Holderness Technology College,0.54,0.14,0.3,0.68,0.62
1269,East Riding of Yorkshire (811),South Hunsley School and Sixth Form College,0.67,0.41,0.38,0.74,0.83
1270,East Riding of Yorkshire (811),Withernsea High School Specialising In Humanities,0.38,0.05,0.16,0.49,0.53
1271,East Riding of Yorkshire (811),Woldgate College,0.67,0.27,0.26,0.73,0.82
1272,East Riding of Yorkshire (811),Wolfreton School,0.63,0.36,0.33,0.76,0.64
1273,North East Lincolnshire (812),Cleethorpes Academy,0.58,0.08,0.43,0.79,0.67
1274,North East Lincolnshire (812),Havelock Academy,0.58,0.08,0.49,0.77,0.76
1275,North East Lincolnshire (812),Healing Science Academy,0.8,0.38,0.82,0.92,0.86
1276,North East Lincolnshire (812),Holy Family Catholic Academy,0.38,0.01,0.24,0.71,0.6
1277,North East Lincolnshire (812),Humberston Academy,0.65,0.19,0.47,0.79,0.72
1278,North East Lincolnshire (812),John Whitgift Academy,0.39,0.06,0.36,0.6,0.49
1279,North East Lincolnshire (812),Oasis Academy Immingham,0.44,0.16,0.18,0.82,0.48
1280,North East Lincolnshire (812),Oasis Academy Wintringham,0.38,0.07,0.24,0.37,0.63
1281,North East Lincolnshire (812),Ormiston Maritime Academy,0.26,0.07,0.14,0.49,0.44
1282,North East Lincolnshire (812),Tollbar Academy,0.77,0.4,0.52,0.85,0.82
1283,North Lincolnshire (813),The Axholme Academy,0.48,0.27,0.29,0.68,0.67
1284,North Lincolnshire (813),Baysgarth School,0.42,0.25,0.22,0.62,0.48
1285,North Lincolnshire (813),Frederick Gough School - A Specialist Language College,0.68,0.19,0.4,0.73,0.75
1286,North Lincolnshire (813),Huntcliff School,0.62,0.13,0.5,0.84,0.65
1287,North Lincolnshire (813),Melior Community Academy,0.28,0.05,0.06,0.47,0.56
1288,North Lincolnshire (813),Outwood Academy Brumby,0.57,0.11,0.42,0.8,0.57
1289,North Lincolnshire (813),Outwood Academy Foxhills,0.41,0.07,0.19,0.71,0.41
1290,North Lincolnshire (813),St Bede's Catholic School,0.54,0.32,0.43,0.56,0.76
1291,North Lincolnshire (813),The St Lawrence Academy,0.5,0.16,0.38,0.68,0.72
1292,North Lincolnshire (813),"Sir John Nelthorpe School - A Specialist Technology College for Science, Mathematics and Computing",0.74,0.4,0.56,0.85,0.79
1293,North Lincolnshire (813),South Axholme Academy,0.59,0.19,0.26,0.67,0.71
1294,North Lincolnshire (813),The Vale Academy,0.63,0.25,0.5,0.88,0.7
1295,North Lincolnshire (813),Winterton Community Academy,0.68,0.35,0.58,0.8,0.71
1296,North Yorkshire (815),Aireville School,0.34,0.04,0.2,0.37,0.53
1297,North Yorkshire (815),Barlby High School,0.39,0.2,0.19,0.52,0.47
1298,North Yorkshire (815),Bedale High School,0.52,0.39,0.15,0.5,0.61
1299,North Yorkshire (815),Boroughbridge High School,0.52,0.22,0.32,0.74,0.76
1300,North Yorkshire (815),Brayton High School,0.49,0.1,0.31,0.52,0.69
1301,North Yorkshire (815),Caedmon College Whitby,0.59,0.14,0.3,0.7,0.59
1302,North Yorkshire (815),Easingwold School,0.59,0.27,0.29,0.66,0.71
1303,North Yorkshire (815),Ermysted's Grammar School,0.98,0.39,,0.95,0.89
1304,North Yorkshire (815),Filey School,0.41,0.16,0.2,0.6,0.52
1305,North Yorkshire (815),George Pindar School,0.4,0.19,0.26,0.67,0.36
1306,North Yorkshire (815),Graham School,0.41,0.16,0.23,0.51,0.46
1307,North Yorkshire (815),Harrogate Grammar School,0.77,0.48,0.44,0.85,0.8
1308,North Yorkshire (815),Harrogate High School,0.39,0.14,0.41,0.36,0.52
1309,North Yorkshire (815),"Holy Family Catholic High School, Carlton",0.51,0.23,0.23,0.64,0.6
1310,North Yorkshire (815),King James's School,0.66,0.28,0.27,0.72,0.78
1311,North Yorkshire (815),Lady Lumley's School,0.66,0.28,0.24,0.89,0.74
